Churn,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
0,31.0,1.0,31.0,2,1,3.0,3.0,0,2.0,1,5.0,1.0,17.0,2.0,5.0,219.39,1
0,1.0,1.0,10.0,1,1,4.0,5.0,2,3.0,1,3.0,1.0,16.0,1.0,2.0,150.66,0
0,24.0,1.0,18.0,2,0,3.0,4.0,1,4.0,2,5.0,0.0,16.0,3.0,5.0,324.26,1
0,15.0,1.0,21.0,2,1,3.0,4.0,2,3.0,1,6.0,0.0,13.0,2.0,9.0,149.51,1
0,4.0,3.0,12.0,2,0,3.0,4.0,0,2.0,0,4.0,0.0,13.0,3.0,5.0,219.19,1
0,12.0,3.0,7.0,2,0,3.0,5.0,3,2.0,2,6.0,0.0,23.0,2.0,2.0,211.86,-1
0,6.0,1.0,13.0,2,1,,4.0,2,3.0,2,5.0,0.0,21.0,1.0,5.0,155.38,-1
0,1.0,1.0,24.0,0,1,3.0,4.0,2,4.0,0,2.0,1.0,17.0,2.0,2.0,155.58,1
1,1.0,3.0,7.0,0,0,4.0,6.0,2,5.0,2,2.0,0.0,22.0,2.0,1.0,148.25,0
0,10.0,1.0,10.0,1,1,2.0,4.0,2,4.0,2,6.0,0.0,13.0,5.0,3.0,145.88,0
0,4.0,1.0,16.0,1,1,4.0,4.0,3,5.0,1,3.0,0.0,12.0,1.0,11.0,155.72,0
0,19.0,3.0,11.0,2,0,2.0,4.0,3,5.0,1,6.0,1.0,12.0,1.0,,175.06,1
0,30.0,1.0,15.0,2,0,4.0,4.0,2,5.0,1,6.0,1.0,19.0,2.0,3.0,167.57,1
0,7.0,1.0,9.0,2,1,3.0,4.0,2,2.0,2,2.0,0.0,15.0,1.0,3.0,150.0,1
1,1.0,1.0,9.0,2,1,3.0,5.0,2,2.0,2,3.0,0.0,23.0,1.0,1.0,136.02,1
0,20.0,,7.0,3,0,4.0,4.0,0,5.0,1,3.0,0.0,26.0,5.0,8.0,229.53,1
0,12.0,1.0,16.0,2,0,4.0,4.0,2,2.0,2,3.0,0.0,13.0,2.0,2.0,,1
0,5.0,1.0,19.0,1,0,4.0,4.0,2,,0,10.0,1.0,24.0,2.0,3.0,164.29,1
0,8.0,1.0,34.0,1,0,4.0,4.0,2,4.0,2,,,16.0,2.0,3.0,148.11,1
1,5.0,3.0,27.0,3,0,4.0,4.0,2,4.0,2,3.0,1.0,23.0,1.0,3.0,156.4,1
0,24.0,1.0,7.0,1,1,3.0,5.0,2,3.0,0,4.0,0.0,16.0,1.0,3.0,161.9,1
0,27.0,1.0,20.0,1,0,3.0,3.0,3,5.0,1,3.0,0.0,12.0,2.0,4.0,169.5,1
0,7.0,1.0,21.0,1,0,4.0,4.0,2,4.0,0,3.0,0.0,14.0,1.0,7.0,152.56,1
0,14.0,1.0,11.0,1,0,3.0,4.0,1,3.0,0,3.0,0.0,15.0,1.0,10.0,315.33,1
0,29.0,1.0,21.0,1,1,4.0,3.0,1,4.0,2,,0.0,12.0,1.0,16.0,312.22,1
0,8.0,1.0,9.0,2,1,3.0,5.0,3,3.0,0,,,18.0,1.0,10.0,220.47,0
0,25.0,1.0,10.0,1,0,4.0,4.0,4,4.0,2,5.0,0.0,19.0,1.0,1.0,262.34,1
0,26.0,1.0,7.0,2,1,4.0,5.0,1,3.0,0,2.0,0.0,15.0,2.0,10.0,324.99,1
0,1.0,1.0,16.0,1,0,3.0,4.0,2,,2,3.0,0.0,17.0,2.0,4.0,147.79,1
1,1.0,1.0,30.0,2,1,3.0,5.0,3,3.0,0,5.0,1.0,14.0,2.0,2.0,184.16,1
0,17.0,1.0,14.0,1,1,3.0,3.0,2,2.0,1,6.0,0.0,15.0,1.0,,145.89,0
0,19.0,1.0,9.0,1,1,4.0,5.0,4,2.0,0,11.0,0.0,24.0,10.0,9.0,292.92,0
0,11.0,1.0,28.0,2,1,4.0,3.0,2,5.0,0,,,13.0,1.0,8.0,160.64,1
0,9.0,1.0,9.0,1,0,3.0,4.0,3,4.0,2,7.0,0.0,12.0,2.0,3.0,169.25,0
0,16.0,1.0,28.0,1,0,3.0,4.0,3,3.0,1,4.0,0.0,17.0,1.0,3.0,177.65,0
0,12.0,1.0,9.0,2,1,3.0,4.0,3,3.0,0,11.0,0.0,15.0,1.0,1.0,190.53,1
0,12.0,1.0,36.0,0,1,3.0,4.0,3,2.0,0,5.0,0.0,19.0,1.0,8.0,187.61,1
0,1.0,1.0,,0,1,3.0,5.0,3,5.0,0,7.0,0.0,20.0,1.0,1.0,167.98,0
0,23.0,1.0,25.0,2,1,4.0,4.0,3,2.0,1,3.0,1.0,16.0,1.0,8.0,193.04,0
0,8.0,1.0,17.0,1,1,3.0,4.0,2,3.0,1,,,18.0,3.0,1.0,163.15,0
0,14.0,1.0,26.0,1,1,3.0,4.0,3,2.0,-1,10.0,1.0,16.0,2.0,8.0,152.41,1
1,2.0,1.0,36.0,1,1,4.0,4.0,3,5.0,0,9.0,1.0,20.0,1.0,1.0,191.73,1
1,1.0,3.0,34.0,3,0,3.0,4.0,0,2.0,0,3.0,0.0,23.0,2.0,10.0,201.39,1
0,,1.0,12.0,2,1,3.0,3.0,2,4.0,1,3.0,1.0,17.0,1.0,3.0,148.28,1
0,10.0,1.0,25.0,1,0,4.0,4.0,2,2.0,2,3.0,0.0,14.0,2.0,8.0,146.53,0
0,14.0,1.0,16.0,2,1,4.0,5.0,3,2.0,0,11.0,0.0,15.0,2.0,3.0,173.76,0
0,20.0,1.0,7.0,1,1,4.0,4.0,0,5.0,1,9.0,0.0,17.0,1.0,4.0,218.96,-1
1,1.0,3.0,11.0,1,1,3.0,6.0,0,2.0,0,3.0,0.0,12.0,8.0,9.0,229.0,1
0,4.0,1.0,7.0,2,1,3.0,,0,3.0,2,3.0,0.0,23.0,3.0,9.0,209.74,0
0,1.0,3.0,27.0,2,0,3.0,4.0,3,3.0,2,3.0,0.0,15.0,2.0,8.0,224.81,0
0,25.0,1.0,15.0,2,1,3.0,5.0,0,4.0,0,7.0,0.0,17.0,2.0,8.0,249.89999999999998,1
1,1.0,1.0,10.0,0,0,3.0,4.0,2,5.0,2,7.0,1.0,12.0,2.0,5.0,151.57,1
0,15.0,3.0,13.0,2,0,4.0,4.0,0,2.0,2,5.0,1.0,19.0,1.0,1.0,260.91,1
1,1.0,3.0,33.0,-1,0,3.0,5.0,3,5.0,2,7.0,0.0,16.0,1.0,2.0,191.96,-1
1,,1.0,7.0,0,1,3.0,4.0,2,3.0,2,2.0,0.0,15.0,1.0,6.0,145.58,1
0,19.0,3.0,13.0,1,0,3.0,5.0,0,2.0,2,8.0,0.0,13.0,13.0,9.0,213.65,0
0,28.0,3.0,10.0,3,0,3.0,4.0,3,5.0,0,,,15.0,2.0,6.0,184.4,1
0,10.0,1.0,12.0,2,1,4.0,4.0,3,4.0,2,10.0,0.0,17.0,1.0,8.0,184.14,1
0,7.0,1.0,11.0,1,0,3.0,5.0,2,4.0,0,8.0,0.0,22.0,1.0,2.0,151.22,1
0,11.0,1.0,18.0,4,1,3.0,4.0,0,2.0,1,3.0,1.0,15.0,1.0,8.0,,0
0,12.0,3.0,10.0,2,1,4.0,4.0,0,3.0,1,2.0,0.0,13.0,2.0,14.0,231.08999999999997,1
0,5.0,1.0,7.0,1,1,3.0,6.0,3,3.0,0,2.0,0.0,13.0,2.0,5.0,168.45,0
0,31.0,1.0,10.0,2,1,4.0,5.0,2,2.0,0,5.0,0.0,18.0,1.0,1.0,146.77,1
0,11.0,3.0,11.0,3,1,3.0,4.0,2,2.0,1,6.0,0.0,18.0,2.0,9.0,25.0,0
0,3.0,3.0,7.0,1,0,3.0,4.0,0,2.0,0,3.0,0.0,15.0,5.0,2.0,204.18,0
0,9.0,3.0,7.0,3,0,4.0,4.0,0,3.0,2,3.0,0.0,15.0,2.0,,212.89,0
1,1.0,1.0,25.0,1,1,3.0,5.0,2,2.0,2,3.0,1.0,14.0,1.0,2.0,148.89,1
0,26.0,1.0,9.0,2,0,3.0,5.0,2,2.0,2,9.0,0.0,16.0,1.0,3.0,157.12,1
0,16.0,1.0,11.0,0,1,3.0,4.0,1,2.0,0,3.0,0.0,12.0,1.0,16.0,317.32,1
0,31.0,2.0,13.0,1,1,3.0,4.0,2,3.0,0,10.0,0.0,18.0,3.0,3.0,147.67,1
0,24.0,3.0,7.0,1,0,4.0,4.0,1,2.0,1,5.0,0.0,12.0,2.0,7.0,320.17,1
1,1.0,1.0,21.0,1,1,3.0,4.0,2,2.0,0,7.0,1.0,14.0,1.0,5.0,149.36,1
0,17.0,3.0,23.0,3,0,4.0,4.0,4,2.0,0,7.0,1.0,23.0,1.0,10.0,285.64,1
1,1.0,1.0,9.0,2,0,3.0,4.0,2,5.0,0,9.0,0.0,21.0,2.0,8.0,152.07,1
0,26.0,3.0,9.0,2,1,4.0,5.0,1,3.0,2,3.0,1.0,19.0,8.0,13.0,315.68,0
0,6.0,3.0,11.0,2,0,3.0,4.0,2,4.0,0,4.0,0.0,12.0,2.0,3.0,164.31,1
1,1.0,1.0,7.0,2,1,4.0,5.0,2,3.0,2,2.0,1.0,15.0,2.0,3.0,162.3,1
0,13.0,1.0,7.0,1,0,4.0,4.0,2,3.0,1,9.0,0.0,15.0,1.0,3.0,147.32,1
0,6.0,3.0,33.0,3,1,4.0,4.0,3,2.0,0,2.0,0.0,19.0,2.0,3.0,169.65,0
0,15.0,1.0,26.0,2,1,3.0,4.0,3,5.0,1,4.0,0.0,17.0,2.0,1.0,155.72,1
0,14.0,1.0,31.0,0,-1,4.0,4.0,3,2.0,1,3.0,0.0,18.0,3.0,8.0,1931.0,1
0,19.0,1.0,7.0,4,1,4.0,3.0,1,2.0,0,2.0,0.0,12.0,2.0,8.0,317.02,1
0,5.0,1.0,10.0,1,1,4.0,4.0,0,3.0,1,11.0,0.0,13.0,2.0,3.0,261.75,0
0,7.0,1.0,12.0,2,0,4.0,5.0,2,2.0,0,3.0,0.0,14.0,1.0,3.0,154.11,1
0,8.0,1.0,9.0,2,1,3.0,5.0,3,5.0,0,8.0,0.0,14.0,1.0,10.0,184.57,1
0,11.0,1.0,7.0,1,0,3.0,5.0,2,,0,4.0,0.0,15.0,2.0,3.0,164.2,1
0,19.0,1.0,14.0,2,1,4.0,3.0,3,3.0,0,6.0,0.0,18.0,1.0,3.0,189.34,0
1,1.0,1.0,17.0,1,1,4.0,4.0,0,3.0,1,8.0,0.0,12.0,2.0,1.0,225.48,0
0,13.0,1.0,9.0,0,0,4.0,4.0,0,3.0,-1,2.0,0.0,26.0,11.0,9.0,234.38,0
0,3.0,1.0,22.0,2,1,3.0,4.0,2,2.0,2,3.0,0.0,20.0,1.0,6.0,148.4,1
0,,1.0,24.0,2,0,3.0,3.0,3,5.0,2,5.0,1.0,14.0,1.0,3.0,190.45,1
0,3.0,3.0,27.0,3,1,3.0,4.0,3,2.0,1,4.0,0.0,15.0,2.0,3.0,194.31,1
0,1.0,1.0,7.0,2,0,4.0,4.0,3,3.0,0,2.0,0.0,13.0,2.0,3.0,173.98,1
0,16.0,1.0,9.0,1,0,3.0,5.0,2,5.0,1,2.0,1.0,12.0,5.0,9.0,150.93,1
0,14.0,1.0,9.0,1,1,3.0,4.0,1,3.0,1,2.0,0.0,20.0,1.0,10.0,319.36,1
0,25.0,1.0,7.0,2,1,4.0,4.0,2,2.0,0,,,12.0,2.0,1.0,152.23,1
1,1.0,1.0,36.0,1,1,4.0,5.0,2,4.0,2,2.0,0.0,12.0,2.0,5.0,159.79,0
0,6.0,1.0,14.0,2,1,4.0,3.0,2,4.0,0,3.0,0.0,21.0,1.0,4.0,152.94,0
0,12.0,3.0,9.0,2,1,3.0,5.0,3,2.0,0,5.0,0.0,19.0,7.0,6.0,177.49,0
0,6.0,1.0,9.0,0,1,3.0,5.0,3,5.0,2,6.0,0.0,14.0,1.0,5.0,146.76,1
0,20.0,3.0,9.0,0,0,4.0,6.0,4,4.0,0,5.0,1.0,13.0,7.0,8.0,293.72,1
1,1.0,,9.0,2,1,4.0,4.0,2,3.0,2,4.0,0.0,12.0,2.0,1.0,159.85,1
0,3.0,3.0,9.0,1,1,4.0,5.0,3,4.0,0,4.0,0.0,20.0,1.0,1.0,191.44,1
0,5.0,1.0,30.0,1,1,4.0,5.0,3,2.0,0,2.0,0.0,22.0,2.0,9.0,180.82,1
0,1.0,1.0,12.0,2,1,3.0,3.0,3,5.0,1,3.0,0.0,13.0,2.0,6.0,165.0,0
0,19.0,1.0,27.0,1,1,4.0,4.0,4,2.0,0,2.0,1.0,15.0,1.0,11.0,259.96,1
0,10.0,1.0,13.0,2,1,3.0,4.0,2,2.0,0,2.0,0.0,12.0,5.0,12.0,157.1,1
0,29.0,1.0,7.0,1,1,3.0,4.0,1,5.0,2,2.0,1.0,15.0,5.0,14.0,315.45,1
1,11.0,1.0,36.0,2,1,3.0,4.0,0,4.0,0,3.0,1.0,13.0,6.0,10.0,,0
0,2.0,1.0,16.0,1,1,4.0,4.0,2,2.0,0,3.0,0.0,24.0,2.0,5.0,145.7,1
0,11.0,3.0,13.0,1,1,4.0,4.0,3,2.0,0,6.0,0.0,15.0,1.0,2.0,190.02,1
0,1.0,1.0,10.0,-1,1,4.0,5.0,2,3.0,2,3.0,0.0,18.0,2.0,1.0,157.3,-1
0,11.0,,7.0,1,0,1.0,4.0,0,2.0,1,4.0,1.0,19.0,1.0,3.0,261.03,0
0,3.0,1.0,29.0,2,0,4.0,3.0,0,4.0,1,9.0,0.0,19.0,6.0,3.0,244.95999999999998,1
0,12.0,3.0,14.0,1,0,3.0,3.0,3,5.0,1,3.0,1.0,25.0,1.0,8.0,181.05,1
0,1.0,1.0,7.0,2,0,3.0,4.0,3,4.0,1,3.0,0.0,21.0,1.0,5.0,188.97,-1
0,24.0,1.0,11.0,2,1,4.0,4.0,1,4.0,1,5.0,0.0,15.0,2.0,7.0,316.44,1
0,27.0,1.0,10.0,1,1,3.0,4.0,4,3.0,0,5.0,1.0,17.0,1.0,4.0,300.84,1
0,16.0,3.0,7.0,2,1,3.0,4.0,3,3.0,0,3.0,0.0,26.0,5.0,7.0,174.07,1
0,3.0,3.0,9.0,2,1,3.0,4.0,3,2.0,2,3.0,0.0,19.0,1.0,10.0,170.54,0
0,29.0,1.0,27.0,0,1,3.0,4.0,3,2.0,0,5.0,1.0,20.0,2.0,9.0,179.15,1
0,1.0,1.0,18.0,1,1,3.0,4.0,3,5.0,0,3.0,1.0,14.0,3.0,4.0,172.41,0
0,11.0,,7.0,2,0,3.0,4.0,2,2.0,2,3.0,0.0,13.0,2.0,8.0,146.15,1
1,8.0,1.0,31.0,2,1,3.0,4.0,2,3.0,1,,,23.0,1.0,1.0,156.61,0
0,12.0,1.0,30.0,2,1,3.0,4.0,3,2.0,1,11.0,0.0,15.0,1.0,3.0,182.45,1
1,1.0,1.0,23.0,1,1,3.0,4.0,2,4.0,1,4.0,1.0,14.0,2.0,3.0,148.73,-1
0,2.0,1.0,15.0,2,0,4.0,4.0,2,2.0,2,3.0,0.0,22.0,1.0,3.0,158.1,1
0,23.0,1.0,17.0,2,0,3.0,4.0,1,5.0,2,11.0,1.0,12.0,1.0,3.0,311.65,0
0,10.0,1.0,10.0,0,1,2.0,4.0,3,4.0,2,6.0,0.0,13.0,7.0,8.0,169.85,1
0,5.0,3.0,12.0,3,0,3.0,4.0,2,4.0,1,3.0,0.0,12.0,1.0,3.0,152.89,0
1,1.0,3.0,11.0,3,1,3.0,5.0,3,2.0,2,3.0,1.0,13.0,8.0,5.0,183.28,1
0,11.0,1.0,16.0,1,1,3.0,4.0,2,2.0,0,3.0,1.0,13.0,1.0,3.0,148.26,0
0,16.0,3.0,33.0,3,0,4.0,4.0,4,4.0,0,7.0,0.0,15.0,3.0,9.0,260.25,0
1,1.0,1.0,10.0,2,-1,3.0,4.0,2,3.0,2,3.0,0.0,14.0,1.0,1.0,1907.0,1
0,9.0,3.0,23.0,3,1,4.0,4.0,0,4.0,0,2.0,0.0,16.0,4.0,10.0,205.2,1
0,10.0,1.0,25.0,2,1,3.0,3.0,2,2.0,-1,6.0,0.0,19.0,1.0,1.0,161.88,0
0,25.0,1.0,9.0,1,1,3.0,6.0,3,4.0,1,7.0,0.0,19.0,1.0,3.0,179.82,1
0,15.0,3.0,9.0,2,1,3.0,4.0,4,4.0,2,3.0,0.0,20.0,2.0,5.0,285.15,1
0,1.0,3.0,17.0,1,0,4.0,5.0,2,3.0,2,3.0,0.0,13.0,2.0,1.0,137.0,1
0,2.0,1.0,,1,1,4.0,3.0,3,5.0,2,2.0,0.0,20.0,1.0,8.0,181.61,1
0,5.0,3.0,14.0,0,1,4.0,3.0,3,2.0,0,6.0,0.0,12.0,4.0,8.0,194.29,1
0,13.0,1.0,7.0,1,1,3.0,3.0,0,2.0,1,2.0,0.0,18.0,4.0,8.0,221.13,1
0,10.0,1.0,31.0,2,0,3.0,4.0,3,4.0,0,9.0,0.0,16.0,1.0,9.0,181.74,0
0,6.0,3.0,14.0,2,1,4.0,5.0,3,3.0,0,3.0,0.0,15.0,2.0,9.0,179.84,1
0,12.0,1.0,32.0,2,0,3.0,5.0,0,4.0,0,5.0,0.0,18.0,2.0,2.0,245.61,1
0,31.0,1.0,7.0,2,1,3.0,6.0,3,3.0,1,,,14.0,2.0,3.0,181.6,0
0,5.0,1.0,12.0,0,1,3.0,4.0,2,2.0,0,2.0,1.0,13.0,1.0,4.0,173.21,1
0,5.0,2.0,9.0,4,1,4.0,5.0,3,5.0,0,5.0,0.0,13.0,1.0,1.0,189.1,1
0,19.0,1.0,14.0,2,1,4.0,4.0,0,5.0,1,3.0,0.0,19.0,6.0,12.0,177.1,0
0,5.0,1.0,9.0,2,1,3.0,,2,2.0,1,2.0,1.0,19.0,2.0,3.0,151.95,1
0,7.0,1.0,12.0,2,0,4.0,4.0,0,4.0,0,8.0,0.0,12.0,3.0,9.0,243.77999999999997,0
0,13.0,1.0,17.0,1,1,3.0,4.0,4,5.0,0,3.0,1.0,15.0,12.0,11.0,295.68,1
0,17.0,1.0,17.0,2,0,3.0,4.0,2,2.0,2,2.0,0.0,20.0,1.0,8.0,149.55,0
0,23.0,1.0,7.0,0,0,3.0,5.0,4,3.0,2,9.0,1.0,13.0,2.0,8.0,264.64,1
1,16.0,1.0,15.0,1,1,3.0,5.0,3,4.0,0,4.0,0.0,16.0,8.0,8.0,174.41,1
0,1.0,1.0,12.0,2,0,3.0,4.0,2,,2,3.0,1.0,13.0,1.0,3.0,149.78,1
0,6.0,3.0,15.0,0,0,4.0,5.0,3,4.0,0,3.0,1.0,12.0,7.0,10.0,177.28,1
0,1.0,3.0,9.0,2,1,4.0,4.0,3,3.0,2,3.0,1.0,12.0,2.0,5.0,169.78,1
0,5.0,3.0,14.0,3,1,4.0,4.0,3,2.0,1,6.0,0.0,13.0,1.0,8.0,200.47,1
0,6.0,1.0,9.0,1,0,,3.0,3,2.0,2,9.0,0.0,17.0,2.0,8.0,175.55,-1
1,1.0,1.0,9.0,1,1,3.0,6.0,2,2.0,0,7.0,1.0,14.0,3.0,3.0,159.64,1
0,4.0,1.0,35.0,1,0,4.0,4.0,3,2.0,0,3.0,0.0,14.0,1.0,10.0,182.75,1
0,5.0,1.0,14.0,2,0,3.0,5.0,0,3.0,0,3.0,0.0,25.0,4.0,10.0,214.43,0
0,13.0,1.0,6.0,1,1,3.0,5.0,1,2.0,0,3.0,0.0,16.0,10.0,4.0,317.72,0
1,3.0,3.0,10.0,1,0,3.0,4.0,3,3.0,0,6.0,1.0,19.0,2.0,1.0,177.38,1
0,7.0,3.0,17.0,3,1,,5.0,3,2.0,2,5.0,0.0,15.0,2.0,2.0,171.82,-1
0,21.0,1.0,12.0,2,1,3.0,4.0,1,3.0,0,6.0,0.0,12.0,1.0,2.0,308.0,1
0,17.0,1.0,17.0,2,0,3.0,5.0,3,3.0,1,,,12.0,1.0,1.0,177.57,0
0,1.0,3.0,7.0,3,1,4.0,4.0,3,,0,2.0,1.0,14.0,1.0,5.0,188.49,0
0,28.0,1.0,27.0,2,0,3.0,4.0,3,3.0,2,5.0,0.0,13.0,2.0,4.0,173.69,0
0,17.0,1.0,14.0,2,0,3.0,4.0,0,5.0,0,10.0,0.0,17.0,2.0,1.0,224.85,1
0,19.0,1.0,15.0,4,1,4.0,4.0,3,2.0,0,11.0,0.0,15.0,8.0,9.0,161.97,1
0,14.0,3.0,7.0,1,1,3.0,6.0,3,2.0,0,4.0,1.0,23.0,2.0,3.0,199.57,1
1,1.0,1.0,15.0,4,1,4.0,6.0,2,5.0,0,3.0,1.0,12.0,2.0,8.0,146.19,1
0,3.0,1.0,16.0,4,1,2.0,5.0,2,2.0,2,2.0,0.0,18.0,3.0,3.0,164.83,1
0,4.0,3.0,12.0,3,0,2.0,5.0,3,3.0,1,3.0,0.0,14.0,1.0,3.0,186.18,1
0,1.0,3.0,15.0,3,0,3.0,4.0,3,4.0,0,3.0,0.0,19.0,1.0,8.0,187.14,1
0,11.0,1.0,12.0,1,1,4.0,4.0,3,2.0,1,9.0,0.0,17.0,1.0,5.0,188.47,1
0,12.0,1.0,22.0,2,1,4.0,5.0,0,2.0,1,,,15.0,2.0,10.0,240.10000000000002,1
0,5.0,1.0,14.0,1,0,3.0,4.0,0,2.0,2,3.0,1.0,15.0,3.0,11.0,196.43,1
0,3.0,3.0,17.0,3,0,3.0,5.0,3,4.0,1,3.0,1.0,15.0,1.0,8.0,207.68,1
0,9.0,1.0,12.0,0,1,4.0,4.0,0,4.0,2,105.0,0.0,14.0,1.0,14.0,205.95,1
0,1.0,1.0,33.0,2,1,3.0,4.0,2,2.0,1,3.0,0.0,13.0,2.0,3.0,154.04,1
0,15.0,1.0,13.0,1,1,4.0,5.0,3,4.0,-1,8.0,1.0,16.0,2.0,3.0,185.32,1
0,21.0,3.0,11.0,1,1,3.0,4.0,3,3.0,2,5.0,0.0,20.0,1.0,1.0,154.76,0
0,16.0,1.0,30.0,2,0,3.0,4.0,4,2.0,2,4.0,0.0,15.0,1.0,1.0,284.92,1
0,3.0,3.0,9.0,2,1,4.0,4.0,3,3.0,0,3.0,0.0,15.0,2.0,3.0,171.49,0
0,16.0,2.0,9.0,0,1,3.0,4.0,2,3.0,1,2.0,1.0,12.0,2.0,1.0,151.96,1
0,6.0,1.0,9.0,1,0,4.0,4.0,2,4.0,0,3.0,0.0,14.0,1.0,8.0,148.7,1
0,22.0,3.0,36.0,1,0,4.0,4.0,0,3.0,0,5.0,0.0,22.0,1.0,1.0,250.04000000000002,1
0,11.0,1.0,13.0,1,1,3.0,3.0,3,5.0,1,6.0,1.0,14.0,3.0,8.0,184.74,1
0,4.0,3.0,32.0,0,0,3.0,4.0,3,3.0,0,9.0,1.0,13.0,2.0,3.0,172.36,0
0,1.0,3.0,7.0,2,1,3.0,4.0,3,3.0,0,,,18.0,3.0,8.0,177.96,1
0,16.0,1.0,9.0,4,1,4.0,5.0,3,2.0,2,5.0,0.0,24.0,1.0,1.0,192.81,1
1,1.0,3.0,7.0,0,0,3.0,5.0,2,4.0,2,3.0,1.0,12.0,2.0,3.0,146.74,0
0,10.0,3.0,7.0,1,0,,4.0,3,2.0,2,6.0,0.0,16.0,2.0,1.0,191.53,-1
0,10.0,3.0,10.0,1,1,3.0,5.0,0,2.0,0,6.0,0.0,12.0,1.0,13.0,221.99,0
0,31.0,1.0,7.0,1,1,3.0,4.0,3,3.0,0,4.0,0.0,12.0,2.0,3.0,192.55,1
0,14.0,1.0,17.0,2,0,3.0,3.0,2,3.0,0,,1.0,14.0,1.0,8.0,147.13,1
0,1.0,3.0,16.0,1,1,3.0,4.0,2,2.0,2,3.0,0.0,25.0,1.0,3.0,151.1,0
1,1.0,3.0,12.0,3,0,3.0,4.0,2,3.0,2,,,14.0,2.0,1.0,153.51,1
0,11.0,1.0,17.0,1,0,4.0,4.0,2,5.0,0,8.0,0.0,21.0,2.0,4.0,159.52,1
0,20.0,1.0,14.0,1,0,2.0,4.0,3,3.0,0,,0.0,15.0,1.0,1.0,177.58,0
1,5.0,3.0,11.0,3,1,3.0,4.0,3,4.0,2,3.0,0.0,19.0,8.0,8.0,218.55,0
0,24.0,1.0,17.0,0,1,4.0,5.0,0,2.0,2,8.0,0.0,16.0,1.0,4.0,229.96,1
1,4.0,3.0,29.0,3,1,4.0,5.0,3,3.0,0,4.0,1.0,13.0,2.0,1.0,188.8,1
0,5.0,1.0,16.0,2,1,3.0,5.0,2,4.0,2,133.0,1.0,17.0,2.0,3.0,151.57,1
1,1.0,3.0,19.0,2,-1,3.0,3.0,2,4.0,2,3.0,0.0,16.0,1.0,1.0,1890.0,1
0,3.0,1.0,30.0,2,1,3.0,4.0,2,2.0,2,11.0,0.0,17.0,2.0,3.0,147.01,1
0,9.0,1.0,16.0,2,1,4.0,5.0,3,4.0,2,11.0,0.0,20.0,2.0,1.0,190.4,1
0,1.0,1.0,7.0,1,1,3.0,4.0,2,4.0,1,3.0,0.0,12.0,1.0,5.0,163.16,1
0,2.0,3.0,16.0,2,1,4.0,4.0,3,2.0,2,,,17.0,2.0,8.0,177.53,1
0,23.0,1.0,14.0,4,1,3.0,5.0,0,3.0,2,10.0,0.0,25.0,2.0,1.0,170.0,-1
0,25.0,3.0,21.0,2,0,3.0,4.0,3,2.0,0,,,12.0,1.0,8.0,174.36,1
0,10.0,1.0,9.0,2,0,4.0,4.0,2,3.0,0,6.0,0.0,14.0,2.0,3.0,150.43,1
1,1.0,3.0,26.0,3,1,4.0,3.0,3,2.0,2,10.0,1.0,14.0,2.0,5.0,178.04,0
0,29.0,1.0,9.0,2,0,4.0,4.0,4,2.0,2,4.0,1.0,14.0,1.0,3.0,291.59,1
0,1.0,3.0,17.0,3,0,4.0,4.0,3,,1,3.0,1.0,13.0,1.0,4.0,167.6,1
0,99.0,3.0,9.0,0,1,4.0,4.0,2,4.0,0,3.0,0.0,19.0,2.0,1.0,149.76,1
1,1.0,1.0,10.0,0,1,4.0,4.0,2,5.0,2,2.0,0.0,23.0,1.0,,156.02,0
0,1.0,1.0,18.0,1,0,3.0,4.0,2,4.0,0,,,14.0,2.0,3.0,147.44,1
0,10.0,3.0,9.0,1,1,4.0,5.0,0,3.0,0,3.0,0.0,14.0,10.0,1.0,200.96,1
1,1.0,1.0,11.0,0,1,3.0,4.0,2,2.0,2,20.0,1.0,24.0,2.0,1.0,147.85,0
0,11.0,1.0,21.0,2,0,4.0,4.0,2,5.0,1,3.0,0.0,13.0,4.0,18.0,155.34,1
0,14.0,3.0,9.0,3,0,3.0,4.0,3,4.0,1,9.0,0.0,13.0,1.0,4.0,182.15,1
0,16.0,1.0,7.0,2,0,4.0,4.0,2,5.0,1,5.0,0.0,17.0,2.0,3.0,150.76,1
0,11.0,1.0,17.0,2,1,3.0,4.0,3,4.0,2,4.0,1.0,13.0,1.0,2.0,166.97,1
0,17.0,1.0,19.0,2,1,3.0,5.0,4,4.0,1,3.0,0.0,12.0,1.0,10.0,268.36,1
0,14.0,1.0,9.0,1,0,4.0,5.0,3,3.0,0,8.0,0.0,23.0,2.0,1.0,159.48,1
0,,1.0,12.0,1,1,3.0,4.0,1,5.0,0,6.0,0.0,12.0,2.0,3.0,319.06,1
0,8.0,3.0,11.0,3,0,4.0,4.0,3,3.0,0,11.0,0.0,16.0,2.0,3.0,190.38,0
0,,1.0,14.0,1,0,3.0,4.0,3,5.0,0,3.0,0.0,13.0,4.0,13.0,168.06,1
0,17.0,1.0,28.0,1,1,4.0,4.0,-1,2.0,0,9.0,0.0,21.0,1.0,3.0,147.58,0
